ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,WGS84_LAT,WGS84_LON
PU-3540,新北市,汐止區,伯爵街,2.648148541,其他,7,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.75,1.00652233,-0.819325686,0,314348,2774869,,0.534240037,0.350920731,-0.101099038,25.08070961,121.6378965
PU-3541,台北市,士林區,中山北路七段,-0.567806423,住,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),43.33333333,-0.322384591,-0.819325686,0,303338,2779427,,0.258421015,-0.928829594,-0.438451903,25.12228763,121.5289328
PU-3542,新北市,板橋區,光復街,0.641081745,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.33333333,-0.289061374,-0.819325686,0,298615,2768021,,0.41344545,0.074494661,-0.438451903,25.01947426,121.4816951
PU-3543,台北市,中正區,廈門街,-0.347298492,,7,8,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),24.83333333,0.115413538,-0.819325686,0,302258,2768556,,-0.192224835,0.094970666,0.135902024,25.02418291,121.5178104
PU-3544,桃園市,桃園區,民有十二街,-0.686388018,,6,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.41666667,-0.3390462,-0.304906232,1,281735,2767030,,-0.694639793,1.23821429,-0.16515338,25.01097508,121.3144216
PU-3545,台北市,北投區,明德路,3.57183043,,9,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),5.666666667,2.944439773,3.879965548,3,302665,2778642,,2.088161977,0.342389063,2.251830433,25.11522442,121.522229
PU-3546,高雄市,前鎮區,翠亨北路,-0.536851195,,8,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.58333333,0.521037527,-0.819325686,0,179542,2499367,,0.281052319,-0.423754799,0.409200547,22.59290202,120.3147366
PU-3547,新北市,淡水區,義山路一段,0.454461136,,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.833333333,0.65318132,1.137939926,1,294176,2787028,,0.339610819,-0.553436165,1.645449335,25.19120525,121.4383242
PU-3548,新北市,汐止區,湖前街,3.607183799,,10,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.58333333,1.724120577,0.906219451,1,313793,2774267,,1.969064738,2.229594209,-0.438451903,25.07529846,121.632367
PU-3549,台北市,大安區,雲和街,0.983656138,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.41666667,0.071748633,-0.819325686,0,303523,2768427,,0.713027342,1.808129769,-0.438451903,25.02297411,121.5303395
PU-3550,新北市,汐止區,龍安路,-0.580640345,,11,18,商業用,鋼骨造,住宅大樓(11層含以上有電梯),29.75,0.868633155,-0.819325686,0,316058,2773009,,1.025056452,1.012978233,0.174334629,25.06384425,121.654758
PU-3551,宜蘭縣,羅東鎮,康莊路,-0.10917396,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.08333333,-0.143703202,-0.819325686,0,328678,2729629,,-0.257289835,0.417467748,-0.438451903,24.67161814,121.7773841
PU-3552,新北市,板橋區,文化路二段,-1.105725608,,30,32,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),2,0.310756536,1.332585125,1,297583,2769112,,-0.159126552,1.869557784,-0.438451903,25.02935663,121.4715075
PU-3553,新北市,三重區,自強路三段,0.390219425,住,5,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12.41666667,-0.04086086,-0.324988673,1,299138,2773974,,-0.211461443,-0.263359425,0.274686431,25.07320106,121.4870893
PU-3554,桃園市,桃園區,寶山街,-0.28541207,,8,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),20,-0.175302805,-0.819325686,0,281951,2767166,,-0.286427639,-0.036417034,0.09746942,25.01219838,121.3165648
PU-3555,高雄市,楠梓區,大學十一街,0.145029026,,10,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.416666667,0.664097546,0.614251653,1,176760,2514466,,0.266341971,0.130803675,-0.438451903,22.72913459,120.2869768
PU-3556,新北市,新莊區,自立街,3.438227858,住,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.33333333,0.307309307,-0.819325686,0,296210,2770873,,1.235527583,0.968613555,-0.438451903,25.04529756,121.4579616
PU-3557,新北市,新店區,大豐路,0.751732265,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.58333333,0.191252585,-0.819325686,0,304672,2763702,,0.900584278,1.850788113,-0.438451903,24.98027588,121.5415371
PU-3558,台中市,西屯區,至善路,-0.571651793,,6,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.83333333,-0.167833808,-0.184411585,1,213639,2674596,,-0.167047508,0.117153005,-0.438451903,24.17631284,120.6421265
PU-3559,台北市,北投區,中華街,1.303542848,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.25,0.454965631,-0.819325686,0,300573,2781626,,1.391117801,1.480513685,-0.438451903,25.14223523,121.5015953
PU-3560,新北市,樹林區,四維路,-0.485251138,,5,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.333333333,-0.282741454,0.540101101,1,292502,2763639,,-0.591101575,-0.512484155,0.268280997,24.98009686,121.4209918
PU-3561,新北市,新莊區,民安路,-0.666079658,,2,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.58333333,-0.660213069,-0.819325686,0,293269,2768245,,-0.694922684,-0.302605102,-0.438451903,25.02165873,121.4287332
PU-3562,新竹縣,竹北市,嘉豐北路,-0.207254926,,4,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.833333333,-0.494171521,1.698703476,2,253652,2745139,,-0.892946598,-0.887877584,-0.438451903,24.81366046,121.0361256
PU-3563,台南市,永康區,中華西街,-1.188497195,,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.08333333,-1.06526252,-0.819325686,0,170693,2546385,,-1.055609098,-1.060217294,-0.438451903,23.01709058,120.2262849
PU-3564,桃園市,楊梅區,文化街,0.201652098,,8,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.41666667,0.644563246,-0.819325686,0,268546,2755936,,0.103962362,-0.280422763,-0.438451903,24.91103306,121.1836007
PU-3565,新北市,林口區,仁愛路一段,-0.44936903,,6,9,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),9.75,-0.129914285,-0.202949223,1,289668,2774330,,-0.333953378,0.303143386,-0.190775116,25.07669339,121.3932284
PU-3566,新北市,蘆洲區,永樂街,0.523966198,,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),30.25,0.144714988,-0.819325686,0,296255,2775785,,0.759704408,0.34580173,-0.148072222,25.08964177,121.4585727
PU-3567,新北市,中和區,福祥路,-0.957750967,,2,21,一般事務所,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.75,-0.571734182,-0.819325686,0,300361,2766461,,-0.806098967,-0.794029227,-0.438451903,25.00533349,121.4989376
PU-3568,新北市,新店區,新坡一街,3.239253999,其他,10,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.83333333,0.392340964,1.014355673,1,305394,2761944,,0.711047103,0.485721099,0.16579405,24.96437846,121.548618
PU-3569,新北市,蘆洲區,光復路,0.294157278,,8,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),9.083333333,0.261346248,-0.819325686,0,296712,2775253,,0.015983166,-0.208756744,0.79993203,25.08482482,121.4630852
PU-3570,台北市,北投區,石牌路二段,1.8765991,,6,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.166666667,1.101895676,2.682743094,2,302746,2779588,,0.808644603,-0.24288342,1.984937344,25.12376195,121.5230686
PU-3571,苗栗縣,竹南鎮,大埔,0.140775085,,8,10,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),6,-0.677449216,-0.819325686,1,240208,2733831,,-1.102569055,-0.555142499,-0.188639972,24.71153741,120.9032166
PU-3572,桃園市,中壢區,五族三街,0.394353198,,6,10,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),1.166666667,-0.023050174,0.618886062,1,270700,2761352,,-0.22815203,-0.364033117,-0.438451903,24.95990312,121.2050056
PU-3573,新北市,鶯歌區,國中街,0.033945902,,6,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.25,0.129202456,0.594169212,1,284324,2759193,,-0.191376161,-0.019353696,-0.438451903,24.94016422,121.3398779
PU-3574,台中市,南屯區,大墩南路,0.810782727,,7,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),15.08333333,1.230017701,-0.819325686,1,214425,2669512,,1.194225453,0.475483096,-0.438451903,24.1304262,120.6499875
PU-3575,新北市,新莊區,新北大道三段,-0.937178238,商,13,22,一般事務所,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.33333333,-0.133936052,1.453079772,1,295933,2772570,,-0.514720922,0.151279681,0.368632798,25.06062657,121.4552731
PU-3576,新北市,土城區,裕民路,-1.219692759,,22,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.58333333,-0.287337759,-0.819325686,0,295090,2764653,,-0.334519161,0.44988809,-0.438451903,24.98917667,121.446659
PU-3577,新北市,樹林區,太平路,1.288690107,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),34.75,-0.306297521,-0.819325686,0,292340,2763763,,0.444563494,-0.28383543,-0.438451903,24.98122088,121.419391
PU-3578,桃園市,桃園區,莊敬路一段,-0.407454498,,6,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.58333333,-0.425226934,0.847516931,1,280251,2768521,,-0.425610161,-0.024472697,-0.438451903,25.02446654,121.2997514
PU-3579,台北市,大同區,民權西路,1.732037225,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.5,0.53655006,-0.819325686,0,302136,2772909,,1.668917063,0.60857713,-0.438451903,25.06348583,121.5167662
PU-3580,高雄市,前金區,中山二路,-1.174581763,,3,12,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),42,-1.490420809,-0.819325686,0,178176,2502609,,-1.586878969,-1.04486029,-0.438451903,22.62212169,120.3013041
PU-3581,新北市,土城區,延平街,-0.208072067,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.25,-0.633784311,-0.819325686,0,297263,2764819,,-0.090101073,-0.277010095,-0.438451903,24.99060916,121.4681897
PU-3582,新北市,永和區,秀朗路二段,-0.040486039,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),39.5,-0.525196586,-0.819325686,0,302942,2765962,,-0.258987183,0.432824752,-0.438451903,25.00074055,121.5244882
PU-3583,台北市,松山區,八德路四段,0.124047726,,4,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),31.58333333,0.27685878,-0.819325686,0,306634,2771260,,0.947544234,0.569331454,-0.278316049,25.048437,121.5612805
PU-3584,桃園市,蘆竹區,南祥路,0.038103708,,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.75,0.110817233,0.70076063,1,280502,2771187,,0.52603619,-1.642077109,-0.438451903,25.04853072,121.3022975
PU-3585,新北市,三重區,福德北路,-0.834362659,,3,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,-0.558519803,1.111678273,1,300576,2773230,,-0.848249771,-0.811092564,0.39211939,25.06643681,121.5013159
PU-3586,新竹市,新竹市,寶山路,-0.131212736,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.25,0.082090321,-0.819325686,1,247397,2742935,,-0.235790096,0.212707696,-0.011422961,24.79376353,120.9742552
PU-3587,台北市,內湖區,行善路,1.555799115,,2,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),10.83333333,0.991584336,2.165234033,1,309096,2772770,,0.494069472,0.135922677,1.143690328,25.06197485,121.5857443
PU-3588,台中市,西區,三民路一段,0.073360944,,9,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.166666667,0.873803999,0.657506141,1,216795,2670128,,0.45248445,1.185317944,-0.438451903,24.1360399,120.6732908
PU-3589,新北市,泰山區,漢口街,0.006235205,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.08333333,-0.772822562,-0.819325686,0,292807,2769919,,-0.340176987,-0.133678059,-0.438451903,25.0367849,121.4242075
PU-3590,台北市,大安區,忠孝東路四段,0.391445137,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),47.83333333,0.573320506,-0.819325686,0,305773,2770345,,1.29550054,0.905479206,-0.438451903,25.04020846,121.5527107
PU-3591,台北市,大同區,重慶北路三段,0.484887626,,4,14,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.5,0.846226164,1.19818725,1,301831,2773235,,0.693507842,0.571037787,-0.438451903,25.06643942,121.5137555
PU-3592,台中市,東區,東英十七街,-0.509404868,,13,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.333333333,0.038425416,0.603438031,1,220220,2671515,,-0.154883182,-0.437405469,-0.438451903,24.14863191,120.706961
PU-3593,台中市,西屯區,上明一街,-1.212122187,,8,14,國民住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.5,-0.47176453,-0.819325686,0,213410,2674084,,-0.24116503,0.330444726,-0.438451903,24.17168458,120.6398857
PU-3594,新北市,蘆洲區,中華街,-0.243641739,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.33333333,-0.360304114,-0.819325686,0,296749,2774813,,-0.402130183,0.768972504,-0.438451903,25.08085136,121.463437
PU-3595,新北市,三峽區,民生街,-0.385223453,,4,15,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.916666667,-0.545879962,0.572541967,1,288213,2758585,,-0.782053206,-0.169511068,-0.118180196,24.93458224,121.3783696
PU-3596,新北市,中和區,連城路,0.314393537,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),34.08333333,-0.449932078,-0.819325686,0,298862,2765238,,0.144981601,0.11032767,-0.438451903,24.99434125,121.4840439
PU-3597,新北市,八里區,中華路二段,-0.565138698,,14,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.91666667,0.098177392,-0.124164261,1,290592,2782256,,0.531694016,-0.159273065,0.684634215,25.14822495,121.4026221
PU-3598,高雄市,仁武區,永和三街,0.126210747,,2,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),0.083333333,-0.798102244,-0.819325686,0,181446,2510526,,-0.846835315,-0.87252058,-0.438451903,22.6937516,120.3327671
PU-3599,桃園市,蘆竹區,興仁路,0.057667028,,8,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.416666667,0.196423429,0.396434406,1,276318,2767595,,0.053041927,0.016479313,-0.438451903,25.01617984,121.2607627
PU-3600,台北市,中山區,雙城街,-0.602414753,,3,7,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),38.58333333,-0.576330488,-0.819325686,0,302877,2772949,,-0.236355878,-1.060217294,-0.438451903,25.0638212,121.5241122
PU-3601,高雄市,鳳山區,文化西路,-0.397576704,,14,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.75,-0.730881271,1.144119139,1,183054,2504009,,-0.974702185,-1.009027281,-0.438451903,22.63496411,120.3486947
PU-3602,新竹縣,竹北市,科大二街,0.521947378,,10,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.91666667,0.53310283,0.561728345,1,250783,2745988,,0.394491733,0.035248984,0.953662449,24.8213299,121.0077459
PU-3603,台北市,士林區,故宮路,3.719035997,,2,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),22.66666667,0.28030601,-0.819325686,0,305179,2776635,,-0.177514487,0.211001362,-0.438451903,25.09701565,121.5470765
PU-3604,台北市,松山區,南京東路四段,-1.473967845,商,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.91666667,-1.682891115,-0.819325686,0,305535,2771657,,-1.868072927,-1.642077109,-0.438451903,25.05206183,121.550405
PU-3605,台北市,士林區,天母東路,-0.259047252,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),44.66666667,-0.109805447,-0.819325686,0,303654,2778835,,0.851078299,-1.642077109,-0.438451903,25.11693193,121.5320432
PU-3606,台北市,松山區,市民大道四段,1.74232359,,5,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),42.91666667,0.595727497,-0.819325686,0,305855,2770810,,1.383762627,0.412348747,2.685264809,25.04440342,121.5535421
PU-3607,新北市,新莊區,中平路,-1.00399154,,11,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.416666667,-0.900370049,-0.819325686,0,295074,2771701,,-1.212613773,-1.181366992,0.217037523,25.05280706,121.4467307
PU-3608,台南市,永康區,東橋七路,0.381687511,,11,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.666666667,0.733616672,0.078204954,1,171576,2547109,,0.344985754,0.439650087,-0.293262062,23.0236701,120.2348619
PU-3609,台北市,北投區,中央北路四段,0.027649109,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),33.41666667,-0.609653705,-0.819325686,0,297415,2780174,,-0.454465074,-0.140503394,1.105257723,25.12922943,121.4702242
PU-3610,新竹縣,竹北市,社崙街,1.029392006,,11,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.916666667,0.830713632,0.747104725,1,249883,2747513,,0.718402277,0.364571402,-0.438451903,24.8350987,120.9988424
PU-3611,新北市,新莊區,中平路,-0.622747146,,5,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.25,-0.262058077,-0.184411585,1,294668,2771658,,-0.440320509,-0.51930949,0.118820867,25.0524309,121.4427055
PU-3612,桃園市,楊梅區,三民路,1.1022858,其他,7,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.25,0.021763807,-0.144246702,1,267300,2753074,,-0.165915943,-0.038123368,-0.438451903,24.88520827,121.17123
PU-3613,桃園市,桃園區,大興西路二段,3.597858777,,5,17,住家用,其他,住宅大樓(11層含以上有電梯),8.833333333,4.678396145,5.148248948,3,279530,2766611,,3.926389679,2.712486665,3.669566521,25.00723683,121.2925664
PU-3614,桃園市,楊梅區,湖山街,1.658278223,其他,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),24.83333333,-0.657340378,-0.819325686,0,262006,2755484,花台0.72㎡ ,-0.349795292,-0.12514639,-0.284721484,24.90701784,121.1188526
PU-3615,桃園市,桃園區,民光東路,-0.623299918,,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),18.75,-0.027071942,-0.819325686,0,281934,2766717,,-0.276526443,0.24171537,0.60990415,25.00814507,121.316386
PU-3616,台中市,南屯區,永春東路,-0.722654663,,12,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.25,0.465881857,-0.819325686,1,213011,2670132,,0.300006037,0.895241203,0.05690167,24.13599181,120.6360599
PU-3617,高雄市,三民區,義明街,-0.901680667,,4,20,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.91666667,-0.288486836,0.669864567,1,182189,2504794,,0.130271253,0.014772979,-0.438451903,22.64201869,120.3402458
PU-3618,新竹市,新竹市,光復路一段,0.244479905,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),27.5,-0.162662964,-0.819325686,0,250745,2742739,,0.116975362,-0.249708755,-0.438451903,24.79199595,121.0073683
PU-3619,新北市,淡水區,淡金路,0.915809392,,17,20,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.25,1.577613329,2.931456403,2,296094,2783550,,1.381216605,0.337270061,-0.248424024,25.15974867,121.4572374
PU-3620,桃園市,龜山區,文二三街,-0.95743853,,3,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),18.5,-0.937140495,-0.819325686,0,286653,2772347,,-1.042878989,-0.701887203,-0.438451903,25.0588668,121.3632884
PU-3621,台北市,中山區,松江路,0.082157227,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.25,-0.663660299,-0.819325686,0,303503,2771840,,-0.366485879,0.571037787,-0.438451903,25.0537872,121.5302738
PU-3622,新竹縣,竹東鎮,自由街,0.196100345,,11,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.83333333,0.248706407,0.014868024,1,255649,2740539,,-0.005233682,1.204087615,-0.438451903,24.77212269,121.0558613
PU-3623,台中市,北區,北興街,1.130885739,住,3,11,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.583333333,0.554360745,2.270280648,2,218307,2673218,,0.260118363,0.014772979,-0.062666434,24.16397144,120.6880997
PU-3624,新北市,中和區,民樂路,-0.822057476,,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17,0.221703111,0.258946924,1,298740,2766066,,0.284729906,-0.751370882,-0.438451903,25.00182041,121.4828645
PU-3625,基隆市,安樂區,基金一路,1.322913899,,2,3,住商用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.66666667,-0.580926794,-0.819325686,0,321500,2781995,,0.009476666,-0.353795115,-0.438451903,25.14471828,121.7091629
PU-3626,新北市,三重區,福德南路,-0.536586826,,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.91666667,-0.505087748,0.842882521,1,300635,2772780,,-0.583180618,-0.085900713,-0.438451903,25.06237225,121.5018842
PU-3627,高雄市,左營區,自由四路,-0.215931042,,12,21,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,0.240662872,0.648237322,1,179499,2509197,,-0.309907617,1.190436945,-0.438451903,22.68167002,120.3138778
PU-3628,新北市,新店區,大新街,1.496556385,,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),46.83333333,-0.394776408,-0.819325686,0,304885,2762346,,0.525470407,-1.642077109,-0.438451903,24.96802621,121.543593
PU-3629,高雄市,左營區,華夏路,-0.852964636,,2,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.91666667,-0.443612157,-0.374422374,1,180160,2509870,,-0.511892009,-0.747958215,-0.438451903,22.68777495,120.3202804
PU-3630,屏東縣,屏東市,機場北路,-0.38385354,,5,14,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.75,0.047618028,-0.819325686,0,195670,2509532,,0.028430384,0.786035842,-0.438451903,22.68529235,120.4712379
PU-3631,高雄市,鼓山區,葆禎路,-0.388371849,,12,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.083333333,0.288349545,-0.241569302,1,176248,2507086,,0.001838601,-0.626808517,0.05690167,22.66246815,120.2823398
PU-3632,台中市,北區,青島路一段,-0.617099259,,3,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),18.25,-0.164961117,-0.819325686,0,216855,2674243,,-0.321506161,0.670005146,-0.438451903,24.17319652,120.6737868
PU-3633,新北市,新莊區,中平路,0.511612947,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),31.16666667,0.673864696,3.587997749,2,294823,2770933,,0.90115006,0.692187485,-0.438451903,25.04588098,121.4442181
PU-3634,新竹市,新竹市,慈雲路,0.105662051,,3,28,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.833333333,2.036669373,1.961320014,2,251275,2742836,,1.897493237,0.850876525,0.680363926,24.79287137,121.0126102
PU-3635,新竹縣,竹北市,白地街,-0.287118453,農,9,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.25,-0.029370095,-0.819325686,1,246810,2748951,,-0.051062073,-0.227526416,0.368632798,24.84807846,120.9684358
PU-3636,新北市,汐止區,長興街二段,1.21226338,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),26.91666667,0.317650995,1.085416619,2,317904,2774888,,0.852209864,0.516435107,-0.438451903,25.08072544,121.673147
PU-3637,台北市,文山區,興隆路二段,-0.052358619,,2,4,住家用,加強磚造,公寓(5樓含以下無電梯),52.16666667,-1.132483493,-0.819325686,0,305407,2765843,,-0.675120293,-1.642077109,-0.438451903,24.99957811,121.548903
PU-3638,台北市,內湖區,江南街,1.014010527,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),38.33333333,-0.433845007,-0.819325686,0,308412,2774348,,-0.478227944,-0.338438111,-0.438451903,25.07624736,121.5790319
PU-3639,台中市,西屯區,福順路,-0.046614598,,12,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.16666667,0.210212346,1.137939926,1,211725,2675106,,0.070015405,0.036955318,-0.438451903,24.18087234,120.6232753
PU-3640,台中市,南屯區,河南路四段,-0.147579592,,6,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.91666667,1.81719577,0.581810786,2,213119,2672071,,1.434400171,1.171667274,0.379308522,24.15350201,120.6370731
PU-3641,台南市,東區,自由路二段,-0.093600211,,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.25,-0.079929459,0.177072356,1,171857,2541232,,-0.169876421,-0.043242369,-0.026368974,22.97061439,120.2379012
PU-3642,新北市,新莊區,中正路,-0.269429751,住,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.16666667,-0.675725601,-0.819325686,0,292322,2768812,,-0.309624726,0.639291138,-0.438451903,25.02680443,121.4193674
PU-3643,高雄市,橋頭區,新東一街,-0.243617705,,7,22,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.333333333,0.308458383,0.170893144,1,179613,2515426,,-0.257855617,1.43273634,-0.263370037,22.73792524,120.3147072
PU-3644,台北市,大安區,四維路,2.219582064,,3,4,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),48.5,0.475649007,-0.819325686,0,305278,2769956,,1.050799561,3.736286926,-0.438451903,25.03671477,121.5477898
PU-3645,桃園市,龍潭區,中豐路,1.039750472,其他,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),21.08333333,-0.318937362,-0.819325686,0,271454,2752066,,-0.154883182,-0.468119477,-0.438451903,24.87605475,121.2123293
PU-3646,台北市,中正區,牯嶺街,-1.141968219,,9,10,其他,鋼筋混凝土造,華廈(10層含以下有電梯),31.66666667,-0.557370726,-0.819325686,0,302363,2768833,,-0.959143163,0.617108799,2.996995937,25.02668003,121.5188613
PU-3647,新北市,新莊區,民安西路,-0.289065171,住,6,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.5,0.092432009,0.64205811,1,293114,2766969,,0.190527101,0.277548379,-0.438451903,25.01014328,121.4271576
PU-3648,台北市,中正區,重慶南路三段,1.492566813,,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),52.08333333,-0.456251998,-0.819325686,0,302053,2768605,,0.425892667,-1.642077109,-0.438451903,25.02463234,121.515781
PU-3649,高雄市,鳳山區,國富路,0.113448925,,7,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.83333333,0.53310283,-0.819325686,0,183158,2501827,,0.545838581,0.151279681,-0.182234537,22.61526349,120.3497991
PU-3650,台中市,西區,大昌街,-0.243954175,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.25,-0.348238811,0.32537346,1,214661,2671477,,-0.213724574,0.17346202,-0.438451903,24.14817398,120.6522614
PU-3651,新北市,中和區,景平路,-0.878608447,,11,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.25,0.619283564,-0.819325686,0,300064,2766477,,0.27680895,0.258778708,-0.359451549,25.00548778,121.4959959
