ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,單價
TR-4161,新北市,土城區,德峰街,0.06213727,None,7,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.58333333,-0.214945943,0.688402205,1,297006,2764217,,0.091515145,-0.188280739,-0.438451903,1.79356733
TR-4162,新北市,新莊區,中平路,-0.143734222,None,7,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.58333333,-0.227585784,-0.819325686,0,294910,2771585,,-0.109054791,-0.329906442,-0.438451903,2.191753295
TR-4163,台北市,大安區,新生南路二段,-1.013965468,None,3,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),14.66666667,-1.38298216,-0.819325686,0,303710,2769537,,-1.811494666,-1.222319002,-0.098963894,6.407839992
TR-4164,桃園市,大園區,致祥一街,2.026424326,None,3,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.5,2.337727404,2.142061985,2,271426,2766726,,2.087596194,1.216031951,0.729472254,1.395381364
TR-4165,新北市,土城區,延和路,0.243734865,住,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.5,-0.507960439,-0.819325686,0,297132,2764890,,-0.30170377,-0.212169412,-0.438451903,1.957526257
TR-4166,新北市,林口區,松柏路,1.620665699,None,7,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.25,0.379701123,0.686857402,1,288200,2775842,,0.146678949,0.248540705,-0.438451903,1.629608402
TR-4167,新北市,樹林區,大義路,-0.605154579,None,4,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.5,0.401533576,0.583355589,1,288206,2759859,,0.244276449,-0.106376718,-0.438451903,1.629608402
TR-4168,新北市,永和區,信義路,-0.161831494,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),25.25,-0.749841033,-0.819325686,0,301758,2767214,,-0.621653836,-0.461294142,-0.438451903,2.566516557
TR-4169,台北市,文山區,萬安街,2.360827308,None,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),33.41666667,0.244110102,-0.819325686,0,307709,2766008,,0.719533842,0.354333399,0.663282768,2.168330591
TR-4170,新北市,板橋區,四川路二段,-0.372053061,None,7,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.91666667,0.036127263,0.569452361,1,295544,2765223,,0.053890601,-0.201931409,0.106009998,2.613361965
TR-4171,台北市,信義區,基隆路一段,-1.304194763,None,8,14,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.33333333,-1.335870025,-0.819325686,0,307241,2770865,,-1.488715686,-1.143827649,-0.150207367,4.15926042
TR-4172,新北市,板橋區,民權路,1.507107118,None,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),31.75,0.155056676,-0.819325686,0,296371,2767614,,0.737921777,0.405523412,-0.438451903,2.051217072
TR-4173,新北市,板橋區,中正路,-0.009554845,None,16,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.33333333,0.576767735,-0.819325686,0,295888,2768384,,0.727454799,0.791154843,-0.242018589,2.449403038
TR-4174,台北市,南港區,向陽路,0.599431582,None,11,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.41666667,0.164823826,-0.819325686,0,309890,2772428,,0.024187014,-0.073956377,0.415605982,3.456579304
TR-4175,台北市,大同區,民生西路,-0.270463194,None,7,7,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),47.16666667,-0.197135258,-0.819325686,0,301820,2772246,,0.668896299,-0.567086835,-0.438451903,2.660207373
TR-4176,高雄市,楠梓區,大學二十六街,-0.754066529,None,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.166666667,-0.229883937,-0.00675922,1,177113,2514371,,-0.564226901,-0.254827756,-0.261234892,1.376643201
TR-4177,高雄市,前鎮區,中山二路,-1.313111214,None,13,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.5,-0.944034954,-0.819325686,0,178636,2501425,,-1.275415642,-0.747958215,-0.028504118,1.578078454
TR-4178,高雄市,三民區,褒揚街,0.105421715,None,3,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),41,-0.652744072,-0.819325686,0,182300,2504766,,0.106225493,-1.642077109,-0.438451903,0.786391063
TR-4179,台北市,大安區,和平東路三段,0.143587012,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),39.41666667,0.078068554,0.825889687,1,305884,2768290,,0.411748102,0.473776763,-0.438451903,3.175506858
TR-4180,新北市,中和區,南華路,0.154209846,None,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.91666667,0.574469583,1.097775044,1,300688,2765414,,0.618258755,0.932780546,-0.438451903,2.51967115
TR-4181,桃園市,中壢區,正大街,-0.596766865,None,3,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.25,-0.657340378,0.774911182,1,270629,2761407,,-0.836368337,-1.065336296,-0.182234537,1.278267844
TR-4182,台北市,大同區,酒泉街,0.247195698,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),39.58333333,0.029807342,-0.819325686,0,301964,2773829,,-0.157429204,1.784241096,-0.438451903,2.496248446
TR-4183,高雄市,三民區,鼎新路,-0.626616549,None,6,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.83333333,-0.568286953,0.288298184,1,180450,2507032,,-0.716139532,-0.41522313,-0.438451903,1.292321467
TR-4184,新北市,新莊區,富貴路,-0.962725914,商,13,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.5,-0.897497357,1.409825284,1,295308,2772148,,-1.239205555,-1.078986966,0.633390742,2.636784669
TR-4185,新北市,蘆洲區,長安街,0.442348221,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),34,-0.366624035,-0.819325686,0,296077,2775554,,0.278506297,0.127391008,-0.438451903,1.816990033
TR-4186,台北市,內湖區,五分街,0.336023743,None,12,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.41666667,-0.179899111,0.784180001,1,312256,2773373,,-0.168179074,-0.855457242,-0.438451903,3.456579304
TR-4187,新北市,鶯歌區,尖山路,0.282621168,None,5,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.416666667,-0.225862169,2.579241281,2,284606,2759816,,-0.409485357,-0.875933247,-0.049855565,1.278267844
TR-4188,新北市,新莊區,中正路,0.132699808,None,11,26,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7,1.798236008,3.18325932,2,292280,2768930,,1.580654975,2.120388848,-0.438451903,2.004371664
TR-4189,新北市,板橋區,四川路二段,-1.361514808,None,4,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.66666667,-1.260030979,-0.819325686,0,295599,2765202,,-1.392815534,-0.688236533,-0.438451903,3.081816042
TR-4190,新北市,新店區,北宜路二段,-0.695568839,None,7,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.83333333,-0.301126677,-0.819325686,0,305933,2760708,,-0.2323954,1.248452293,0.16579405,1.489072179
TR-4191,台北市,信義區,忠孝東路五段,0.473543785,None,2,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),33.41666667,-0.065566003,-0.819325686,0,308193,2770545,,0.030693514,0.052312322,-0.438451903,2.941279819
TR-4192,台北市,信義區,福德街,0.369166025,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.33333333,-0.418332475,-0.819325686,0,308876,2769982,,-0.014569095,0.01989198,-0.438451903,3.081816042
TR-4193,台中市,南屯區,黎明路二段,-0.766179444,None,8,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26,-0.047755318,-0.189045994,1,212871,2671884,,-0.111883704,0.132510009,-0.438451903,1.207999733
TR-4194,新北市,中和區,連勝街,0.605680308,None,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),33.5,-0.129914285,-0.819325686,0,300252,2765617,,0.664087146,0.125684674,-0.438451903,1.770144626
TR-4195,新北市,永和區,保生路,-0.792351993,None,2,25,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.16666667,0.176889129,-0.819325686,0,301178,2766859,,0.688981581,0.731433162,-0.188639972,2.636784669
TR-4196,高雄市,左營區,榮成三街,-0.589196293,None,8,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.33333333,-0.302850291,0.172437947,1,180111,2508932,,-0.270302835,-0.326493774,-0.438451903,0.903504583
TR-4197,台北市,內湖區,成功路三段,0.983656138,None,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.58333333,-0.533240121,-0.819325686,0,309587,2774959,,0.166198449,-0.831568569,-0.438451903,2.496248446
TR-4198,台北市,信義區,基隆路二段,-0.932948331,None,9,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),34.66666667,-0.101187373,-0.819325686,0,306457,2769454,,0.456162037,-0.466413143,-0.438451903,3.643960935
TR-4199,台北市,中山區,安東街,-0.432809906,None,3,14,住家用,鋼骨造,住宅大樓(11層含以上有電梯),20,1.180032875,-0.26010694,3,304453,2771194,,0.879650321,0.405523412,1.50239464,4.393487459
TR-4200,台北市,北投區,中央北路二段,1.765347742,None,2,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.416666667,1.162796728,-0.819325686,0,299271,2781359,,0.562529168,0.258778708,-0.438451903,2.285444111
TR-4201,嘉義市,嘉義市,玉山路,-0.768462632,None,8,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.58333333,-0.231033013,-0.35279513,1,191238,2596684,,0.086705992,-1.048272958,-0.438451903,0.7676529
TR-4202,台北市,文山區,辛亥路四段,1.570195219,None,8,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.08333333,-0.711346972,0.70539504,1,306429,2766703,,-0.870315293,-0.524428491,-0.299667497,2.847589004
TR-4203,台南市,東區,崇德三街,-0.564321557,None,8,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.25,0.561255203,0.255857318,1,170223,2542183,,0.406090276,0.470364095,0.486065757,1.325113252
TR-4204,台南市,永康區,東橋五路,-0.56460996,None,12,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.416666667,-0.27412338,0.407248028,1,171669,2546755,,-0.60948951,-1.104581972,0.456173731,1.629608402
TR-4205,新北市,汐止區,國興街,0.755769903,其他,11,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.58333333,0.057959716,1.436086938,1,312578,2771042,,-0.252197791,0.042074319,0.334470483,1.606185699
TR-4206,桃園市,龍潭區,民強街,-0.618108669,None,5,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.41666667,-1.276692588,-0.819325686,0,274462,2745522,,-1.52634023,-0.76843422,-0.438451903,0.762968359
TR-4207,台北市,文山區,試院路,1.237306351,None,3,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8,1.48970898,1.068423784,2,305361,2764584,,0.960557234,0.270723044,2.375668826,2.847589004
TR-4208,台北市,萬華區,環河南路三段,-0.179568263,None,2,4,住家用,加強磚造,公寓(5樓含以下無電梯),52.33333333,-0.927373345,-0.819325686,0,299727,2768054,,-0.341025661,-1.642077109,-0.438451903,1.887258145
TR-4209,新北市,三重區,新興路,0.860460099,None,15,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.166666667,2.410693759,2.603958132,2,299719,2771754,,2.013195781,0.808218181,1.895261266,2.379134926
TR-4210,桃園市,八德區,中華路,-0.951934845,None,10,17,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.08333333,-0.424077858,-0.819325686,0,277776,2763703,,-0.37327527,-0.393040791,-0.438451903,0.95034999
TR-4211,台北市,士林區,格致路,-1.195178526,None,7,9,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),19.91666667,-1.635204442,-0.819325686,0,305171,2780999,,-1.846007405,-1.263271013,-0.438451903,2.332289519
TR-4212,台北市,信義區,松仁路,6.457612319,None,8,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),20.91666667,3.394303205,3.532384835,2,307461,2769111,,3.487908155,2.084555839,0.513822638,6.173612953
TR-4213,新北市,中和區,中原二街,0.436628233,None,10,27,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),0.5,0.223426725,0.503025825,1,299285,2767035,,-0.103679856,-0.099551383,-0.026368974,2.683630077
TR-4214,高雄市,三民區,十全二路,-1.17705722,None,18,24,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.833333333,-0.568286953,-0.426945682,1,177542,2505298,,-0.819111967,-1.09434397,-0.235613155,1.278267844
TR-4215,新北市,三峽區,學勤路,-0.040029402,None,11,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.66666667,1.274831682,3.135370421,2,287981,2759884,,1.184890039,0.746790165,-0.438451903,2.046532531
TR-4216,台南市,永康區,永大二路,0.889684911,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),7.833333333,-0.188517184,0.279029365,1,174059,2546490,,-0.02871366,-0.62339585,-0.438451903,1.348535956
TR-4217,高雄市,鼓山區,博愛二路,-1.066598969,None,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.41666667,-0.03741363,-0.819325686,0,178322,2507219,,-0.034371486,0.199057026,-0.380802996,1.231422437
TR-4218,桃園市,桃園區,大興路,-0.207038624,None,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.833333333,-0.132786976,0.550914723,1,281756,2767694,,-0.362242509,-0.17974907,0.095334275,1.348535956
TR-4219,新北市,三重區,忠孝路三段,-0.610610197,None,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.666666667,-0.448783001,-0.819325686,0,298522,2772972,,-0.749803597,-0.736013878,0.806337464,2.238598703
TR-4220,新北市,板橋區,篤行路三段,-0.24027704,None,10,10,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),6.25,-0.189666261,-0.060827331,1,293260,2764373,,-0.651640314,-0.287248098,1.182122933,1.816990033
TR-4221,台中市,太平區,宜欣一路,0.244407804,None,3,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),39.83333333,-0.718815968,-0.819325686,0,221098,2670892,,-0.140738617,-1.263271013,-0.438451903,0.880081879
TR-4222,台北市,內湖區,新明路,-0.194372937,None,6,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.66666667,0.021763807,1.34957796,2,308484,2772013,,-0.419952335,0.144454346,0.770040004,3.222352266
TR-4223,新竹市,新竹市,光復路一段,-0.772572371,None,5,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.08333333,-0.879112134,-0.274010168,1,251320,2742116,,-0.758856119,-0.398159793,-0.438451903,1.512494883
TR-4224,新北市,三重區,三民街,0.068698433,None,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),44.58333333,-0.841767149,-0.819325686,0,298463,2773265,,-0.343571683,-0.788910225,-0.438451903,1.746721922
TR-4225,台中市,北屯區,四平路,0.121788571,None,10,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.083333333,-0.612526396,0.462860942,1,217812,2676133,,-0.912748989,-0.778672223,0.308848746,1.723299218
TR-4226,台北市,信義區,松山路,0.402043938,None,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),50.41666667,-0.761331797,-0.819325686,0,308444,2770409,,-0.402413074,0.3594524,-0.438451903,3.526847416
TR-4227,新北市,淡水區,自強路,0.319152182,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.58333333,0.376253894,0.231140467,1,296730,2780075,,0.711612886,1.895152791,-0.293262062,1.348535956
TR-4228,桃園市,八德區,廣興五街,0.047524865,None,2,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.916666667,-0.112678138,0.82743449,1,278249,2758420,,-0.287842096,-0.439111803,-0.133126209,1.254845141
TR-4229,桃園市,桃園區,民生路,-0.322688124,None,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.16666667,-0.11842352,0.181706766,1,281071,2766643,,-0.329710009,-0.050067704,-0.12458563,1.020618102
TR-4230,新北市,新莊區,民安西路,0.429634467,None,3,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12.33333333,0.896785528,0.260491727,1,292924,2767467,,0.963103256,0.277548379,0.35155164,1.442226772
TR-4231,台北市,松山區,健康路,0.928042475,None,12,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.66666667,0.606069185,-0.819325686,0,305845,2771954,,0.124047645,-0.12514639,-0.133126209,3.362888489
TR-4232,新北市,板橋區,民治街,-0.234100415,None,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),47.33333333,-1.032513841,-0.819325686,0,298213,2769677,,-0.512740683,-1.642077109,-0.438451903,2.332289519
TR-4233,新北市,中和區,員山路,-0.745919151,None,8,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26,-0.573457797,0.725477481,1,298546,2766157,,-0.731981445,-0.005703026,-0.282586339,2.004371664
TR-4234,新北市,林口區,文化三路一段,-0.104367247,None,9,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.416666667,0.74395836,0.377896768,1,286586,2773653,,0.276526058,-0.590975508,1.35293451,2.355712222
TR-4235,新北市,三峽區,民生街,0.220374242,None,2,12,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.333333333,-0.083376688,0.566362755,1,288187,2758744,,-0.300289313,-0.314549438,-0.438451903,1.7326683
TR-4236,台中市,西屯區,福順路,-0.517335943,None,6,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.91666667,-0.281592377,-0.819325686,0,210257,2675625,,-0.242862378,-0.009115694,-0.438451903,1.06746351
TR-4237,台北市,內湖區,金湖路,-0.57898203,住,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.33333333,-0.328129974,-0.819325686,0,310262,2775046,,0.012305579,0.569331454,-0.438451903,2.332289519
TR-4238,新北市,汐止區,康寧街,-0.333334992,None,10,23,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.166666667,-0.349962426,0.804262442,1,313657,2773691,,-0.609772401,-0.783791224,0.656877334,2.144907888
TR-4239,新北市,林口區,文化三路一段,-0.874186272,None,15,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.66666667,-0.32927905,0.353179917,1,287293,2774176,,-0.339894096,-0.949305599,-0.139531643,1.770144626
TR-4240,新北市,中和區,景平路,-1.325103962,None,8,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.33333333,-1.428945218,-0.819325686,0,301301,2765181,,-1.694377665,-0.067131042,-0.438451903,3.034970635
TR-4241,台南市,永康區,復華八街,-0.735969257,None,10,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.66666667,-0.856705143,-0.198314813,1,172674,2546355,,-0.83071051,-0.660935193,0.09319913,1.301690548
TR-4242,新北市,板橋區,公館街,-0.664853947,None,26,28,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),0.833333333,-0.43614316,2.739900811,2,296377,2767353,,-0.676251858,-0.78208489,-0.259099747,4.299796644
TR-4243,新北市,中和區,員山路,-0.79064561,None,10,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.16666667,-0.085100303,-0.819325686,0,298565,2765240,,0.003535949,-0.010822027,-0.306072931,2.004371664
TR-4244,台北市,南港區,向陽路,3.317170807,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12.41666667,1.240359389,3.082847114,2,310074,2772244,,0.939623278,0.369690403,0.729472254,3.456579304
TR-4245,基隆市,信義區,教孝街,-0.455113051,None,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.41666667,-0.8124657,-0.819325686,0,328298,2781179,,-0.809776554,-0.362326783,-0.214261708,0.856659175
TR-4246,台北市,中正區,桃源街,-1.390907855,None,3,8,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),34.66666667,-1.445032289,-0.819325686,0,301555,2770501,,-1.638365187,-0.671173195,-0.438451903,2.730475484
TR-4247,金門縣,金湖鎮,市港六路,0.110372629,None,7,7,其他,鋼筋混凝土造,華廈(10層含以下有電梯),5.083333333,0.6273271,-0.819325686,0,-12532,2706222,,0.501990429,-0.454468807,-0.438451903,1.161154325
TR-4248,新北市,土城區,清水路,-0.691002462,None,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.66666667,-0.494171521,-0.819325686,0,296115,2763828,,-0.28869077,0.142748012,-0.109639617,1.816990033
TR-4249,台北市,中山區,敬業一路,5.015911036,商,10,10,商業用,鋼骨造,華廈(10層含以下有電梯),17.91666667,3.688466778,2.668839865,3,305847,2775095,,3.334298177,1.744995419,-0.325289233,4.370064755
TR-4250,台北市,信義區,光復南路,-1.43041903,None,11,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),32.66666667,-1.297950502,-0.819325686,0,306245,2769468,,-1.525208665,-0.063718374,0.035550223,4.065569605
TR-4251,台北市,松山區,敦化北路,-1.073184165,None,10,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),45.16666667,-1.034811994,-0.819325686,0,305478,2772395,,-0.950090641,-0.841806572,-0.438451903,4.393487459
TR-4252,新北市,中和區,泰和街,-0.164306951,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.66666667,-0.868195908,-0.819325686,0,300310,2766068,,-0.664936206,0.890122202,-0.438451903,2.09806248
TR-4253,新北市,三重區,光復路一段,0.334269293,None,18,31,住家用,鋼骨造,住宅大樓(11層含以上有電梯),7.75,1.85281714,2.400044114,2,297627,2771249,,1.594516649,1.461744014,0.637661032,2.613361965
TR-4254,高雄市,鳳山區,中崙二路,1.133529431,None,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.16666667,-0.017304792,-0.819325686,0,183237,2500256,,-0.043989791,-0.114908387,-0.438451903,0.880081879
TR-4255,台南市,永康區,東橋五路,-0.561413496,None,7,23,住家用,其他,住宅大樓(11層含以上有電梯),6.166666667,-0.266654383,0.407248028,1,171672,2546740,,-0.60948951,-1.104581972,0.513822638,1.699876514
TR-4256,高雄市,鼓山區,美術東四路,-0.412237176,None,19,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.416666667,0.83128817,0.604982834,1,177010,2507201,,0.367051276,0.943018549,-0.438451903,1.910680849
TR-4257,新北市,新莊區,中平路,-0.477271995,None,15,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,0.024636498,0.762552757,1,294931,2771643,,-0.440320509,-0.142209727,0.357957074,2.753898188
TR-4258,新北市,新莊區,公園一路,-0.242391994,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.75,-0.66308576,-0.819325686,0,294754,2769778,,-0.063509291,-0.720656875,-0.438451903,1.442226772
TR-4259,台北市,中山區,吉林路,-1.247763959,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),42.91666667,-1.509955108,-0.819325686,0,303470,2773044,,-1.508800969,-1.642077109,-0.438451903,3.034970635
TR-4260,新北市,三峽區,大德路,0.35044388,None,2,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.16666667,1.216228783,0.394889603,2,287874,2760018,,0.569035668,0.320206724,3.214780698,1.770144626
TR-4261,新北市,樹林區,復興路,-0.658509086,None,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.41666667,-0.189091722,-0.819325686,0,292347,2764845,,-0.127725617,0.202469694,-0.438451903,1.746721922
TR-4262,新北市,板橋區,永豐街,-0.019624908,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.16666667,-0.933118728,-0.819325686,0,297740,2767943,,-0.452767727,-1.027796953,-0.438451903,2.004371664
TR-4263,台中市,西屯區,工業區一路,-0.74995679,None,7,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.33333333,0.229172108,-0.039200087,1,210808,2675003,,0.006647753,0.54032378,0.605633861,1.67645381
TR-4264,新北市,板橋區,莊敬路,-1.015119079,None,15,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.583333333,-0.336173509,-0.745175134,1,297762,2768990,,-0.704540988,-0.930535928,0.511687494,3.643960935
TR-4265,高雄市,鼓山區,美術北一街,-1.14554922,None,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.66666667,-0.716517816,-0.819325686,0,176591,2507174,,-0.943867033,-0.874226914,0.114550577,1.329797793
TR-4266,高雄市,前鎮區,育群街,-1.075972058,None,3,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.75,-0.833723614,-0.057737725,1,180503,2500659,,-1.13396999,-0.80938623,-0.122450486,1.236106977
TR-4267,台中市,南屯區,東興西街,-0.27488537,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.91666667,0.156780291,-0.819325686,1,214658,2670450,,-0.526036575,0.987383227,1.209879814,1.06746351
TR-4268,高雄市,左營區,博愛二路,-1.37636755,None,10,28,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.25,-0.732030348,-0.819325686,0,178374,2507236,,-1.141325164,-0.879345915,0.550120098,1.835728197
TR-4269,台中市,大里區,上興街二段,-0.310935713,None,5,9,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),30.91666667,-0.373518494,-0.819325686,0,219318,2665155,,-0.528016814,-0.271891094,-0.438451903,0.903504583
TR-4270,新竹縣,竹北市,成功一街,1.465192586,None,11,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.08333333,1.755720179,2.040104976,2,252519,2745772,,1.536806823,0.605164463,1.024122224,2.285444111
TR-4271,台中市,西屯區,大鵬路,0.249382752,None,16,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.5,1.120855437,1.961320014,2,216332,2674794,,0.746408516,-0.046655036,1.109528013,1.653031106
TR-4272,台北市,中正區,中華路二段,1.409963461,None,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),54.08333333,-0.696408978,-0.819325686,0,300952,2769491,,0.034653992,-1.642077109,-0.438451903,2.425980334
TR-4273,宜蘭縣,宜蘭市,延平路,-0.119676626,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.83333333,-0.262632616,-0.819325686,0,327308,2738822,,0.163086645,0.144454346,-0.438451903,0.833236471
TR-4274,台南市,仁德區,文心路,-0.759233745,None,13,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.916666667,-0.064991465,-0.031476071,1,172169,2541478,,-0.409202466,-0.829862236,0.881067529,1.512494883
TR-4275,新北市,三重區,集仁街,-0.386617399,None,4,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.41666667,-0.435568622,1.045251736,1,299091,2775275,,-0.790822836,-0.236058085,0.264010707,2.753898188
TR-4276,台北市,大安區,濟南路三段,0.431076481,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),44.25,0.278007857,-0.819325686,0,304058,2770312,,1.123219735,1.361070322,-0.438451903,4.088992309
TR-4277,台中市,北屯區,環太東路,0.010296877,None,6,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.416666667,-0.016155716,0.2960222,1,222572,2672479,,-0.368749009,0.216120364,-0.188639972,1.18926157
